COUNTRY,Country,VARIABLE,Variable,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,93000000,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,126000000,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,128000000,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,NAT,National currency,2021,2021,BGN,Bulgarian Lev,0,Units,,,34000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2002,2002,BGN,Bulgarian Lev,0,Units,,,917000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2003,2003,BGN,Bulgarian Lev,0,Units,,,1061000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2004,2004,BGN,Bulgarian Lev,0,Units,,,572000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2005,2005,BGN,Bulgarian Lev,0,Units,,,992000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,1211000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,1541000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,6000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,7000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,7000000,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,NAT,National currency,2021,2021,BGN,Bulgarian Lev,0,Units,,,6000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2001,2001,BGN,Bulgarian Lev,0,Units,,,10000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2002,2002,BGN,Bulgarian Lev,0,Units,,,8000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2003,2003,BGN,Bulgarian Lev,0,Units,,,6000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2004,2004,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2005,2005,BGN,Bulgarian Lev,0,Units,,,9000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,0,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,53000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,0,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,9000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,4000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,NAT,National currency,2021,2021,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2000,2000,BGN,Bulgarian Lev,0,Units,,,11000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2001,2001,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2002,2002,BGN,Bulgarian Lev,0,Units,,,7000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2003,2003,BGN,Bulgarian Lev,0,Units,,,6000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2004,2004,BGN,Bulgarian Lev,0,Units,,,7000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2005,2005,BGN,Bulgarian Lev,0,Units,,,4000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,5000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,12000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,5000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,0,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,2000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,3000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,1000000,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,0,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,NAT,National currency,2021,2021,BGN,Bulgarian Lev,0,Units,,,0,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2000,2000,EUR,Euro,0,Units,,,13833384.57,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2001,2001,EUR,Euro,0,Units,,,10779180.78,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2002,2002,EUR,Euro,0,Units,,,5130309.871,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2003,2003,EUR,Euro,0,Units,,,3591585.428,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2004,2004,EUR,Euro,0,Units,,,5631783.74,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,30677983.43,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,29144084.26,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,30166683.71,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,46528274.87,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,39370078.74,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,34768381.23,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,32723182.33,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,37324879.84,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,41926577.36,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,49596073.22,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,32723182.33,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,34257081.5,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,32211882.61,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,35790980.67,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,33745781.78,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,49084773.49,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,55731669.9,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,112997239,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,221392780.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,212700685.1,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,77717558.03,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,109929440.6,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,79251457.2,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,111463339.8,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,103793844,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,100214745.9,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,138050925.5,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,174864505.6,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,164127211.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,256672461.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,212700685.1,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,378873095.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,152367317.7,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,5112997.239,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,6135596.687,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,9714694.754,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,8692095.306,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,10225994.48,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,8692095.306,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,8692095.306,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,8180795.582,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,7669495.858,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,45505675.43,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,36813580.12,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,34768381.23,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,47550874.32,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,64423765.21,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,65446364.66,,
BGR,Bulgaria,I-MTN-RD-MOTW,Road infrastructure maintenance: Of which motorway,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,17384190.61,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2002,2002,EUR,Euro,0,Units,,,470449415.1,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2003,2003,EUR,Euro,0,Units,,,544381734.2,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2004,2004,EUR,Euro,0,Units,,,292852754.5,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,507209326.1,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,619183965.6,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,787912874.5,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,3067798.343,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,3579098.067,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,3579098.067,,
BGR,Bulgaria,I-MTN-IWW,Inland waterway infrastucture maintenance,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,3067798.343,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2001,2001,EUR,Euro,0,Units,,,5132943.23,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2002,2002,EUR,Euro,0,Units,,,4104247.897,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2003,2003,EUR,Euro,0,Units,,,3078501.796,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2004,2004,EUR,Euro,0,Units,,,1023960.68,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,4601697.515,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,0,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,27098885.37,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,0,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,4601697.515,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,2045198.896,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-SEA,Maritime port infrastructure maintenance,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2000,2000,EUR,Euro,0,Units,,,5635823.343,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2001,2001,EUR,Euro,0,Units,,,1026588.646,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2002,2002,EUR,Euro,0,Units,,,3591216.91,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2003,2003,EUR,Euro,0,Units,,,3078501.796,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2004,2004,EUR,Euro,0,Units,,,3583862.38,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,2045198.896,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,2556498.619,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,6135596.687,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,2556498.619,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,0,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,1022599.448,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,1533899.172,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,511299.7239,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,0,,
BGR,Bulgaria,I-MTN-AIR,Airport infrastructure maintenance,EUR,Euro,2021,2021,EUR,Euro,0,Units,,,0,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR_CONST,Constant Euro,2000,2000,EUR,Euro,0,Units,,,47210642.43,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR_CONST,Constant Euro,2001,2001,EUR,Euro,0,Units,,,27790841.58,,
BGR,Bulgaria,I-MTN-RL,Rail infrastructure maintenance,EUR_CONST,Constant Euro,2002,2002,EUR,Euro,0,Units,,,12871024.07,,
